timestamp,sensor_id,temperature_c,pressure_bar,vibration_amplitude,flow_rate_lps,status_code,system_message
30/05/2026 08:17 PM, Sensor-Alpha ,40.620549518199816,4.525813564770795,0.3286639333887711,11.193830553407667,400,    Normal operation &amp; telemetries synced   
2026-05-30 20:24:17,sensor-alpha,34.38439812635338,4.1626093184440975,0.543391801662923,11.263277839049099,200,System check: &lt;SUCCESS&gt;
2026-05-30 20:31:29,SENSOR-ALPHA,35.22390833942963,4.007719882892873,0.5227884004905097,12.60394739542371,200,Warning: Pressure variance detected
2026-05-30 20:38:41,Sensor-Beta,34.01147726146718,4.418794160582984,0.44468388678261345,12.665217460526922,200,Error: Connection pool reset by peer
2026-05-30 20:45:53,sensor-beta,34.4533538438298,3.94547169176262,0.4332908171257144,11.64060382553439,200,Routine checkup performed by technician
2026-05-30 20:53:05,SENSOR-BETA,31.5420458662209,4.241692726316214,0.3029505954355517,9.359226122219901,200,Critical limit reached on primary manifold
2026-05-30 21:00:17,Sensor-Alpha,29.955769049789104,4.18992113574643,0.5825592950760098,13.311789393431946,200,Normal operation &amp; telemetries synced
2026-05-30 21:07:29,sensor-alpha,34.3178960484848,4.724594070813532,0.6255569075599979,11.285147589700367,200,System check: &lt;SUCCESS&gt;
2026-05-30 21:14:41,SENSOR-ALPHA,26.445495267887825,4.16017215476231,0.4211185732827802,16.00651200452885,200,Warning: Pressure variance detected
2026-05-30 21:21:53,Sensor-Beta,34.72036617116832,4.378012311962503,0.4852123615525765,10.197465235920498,200,Error: Connection pool reset by peer
2026-05-30 21:29:05,sensor-beta,34.08644048226808,3.6875084313454933,0.2855547443111687,12.740066920688793,500,Error: Database thread pool exhausted &lt;ConnectionException&gt;
2026-05-30 21:36:17,SENSOR-BETA,30.732998400140254,4.086545517427137,0.4194801211530155,11.76656558294277,200,    Critical limit reached on primary manifold   
2026-05-30 21:43:29, Sensor-Alpha ,33.066085928347675,4.852340128617072,0.49408077803611483,13.005864305623739,200,Normal operation &amp; telemetries synced
2026-05-30 21:50:41,sensor-alpha,30.2233838313686,4.879422313201946,0.4011426949976482,11.286001945822306,200,System check: &lt;SUCCESS&gt;
2026-05-30 21:57:53,SENSOR-ALPHA,29.700288351097242,4.541844310690128,0.4025724083579868,13.50225082012329,200,Warning: Pressure variance detected
30/05/2026 10:05 PM,Sensor-Beta,35.36516952779121,3.9303903704953234,0.3984487133967518,12.432657806582156,200,Error: Connection pool reset by peer
2026-05-30 22:12:17,sensor-beta,33.072382967115146,3.797678036181628,0.45946125702324225,10.088809319771363,200,Routine checkup performed by technician
2026-05-30 22:19:29,SENSOR-BETA,38.43627197233848,3.7879088794684748,0.6236769839489535,10.731111333403017,200,Critical limit reached on primary manifold
2026-05-30 22:26:41,Sensor-Alpha,40.31790183937384,3.9232629294084447,0.5314012376930588,10.881618636723802,200,Normal operation &amp; telemetries synced
2026-05-30 22:33:53,sensor-alpha,34.550526656616746,4.3843649315927244,0.41634371264929443,12.674604935072304,200,System check: &lt;SUCCESS&gt;
2026-05-30 22:41:05,SENSOR-ALPHA,33.40799634575555,3.8409965100042536,0.49614621466609754,12.632231690058909,500,Error: Database thread pool exhausted &lt;ConnectionException&gt;
2026-05-30 22:48:17,Sensor-Beta,37.581168775612106,3.68591524584677,0.5951720941246466,12.957382511896885,200,Error: Connection pool reset by peer
2026-05-30 22:55:29,sensor-beta,27.381742207794765,3.6075125140795268,0.4290797376637358,10.833491490144903,200,    Routine checkup performed by technician   
2026-05-30 23:02:41,SENSOR-BETA,29.022641753354712,3.836181859291421,0.42962423248436915,11.445388757694978,200,Critical limit reached on primary manifold
2026-05-30 23:09:53, Sensor-Alpha ,32.095477838181964,3.1609911254277154,0.5279542622217845,11.640008541562812,200,Normal operation &amp; telemetries synced
2026-05-30T23:17:05.746371,sensor-alpha,33.671583528201225,3.444805194994636,0.4524136878372613,11.548030578345607,200,System check: &lt;SUCCESS&gt;
2026-05-30 23:24:17,SENSOR-ALPHA,33.00071390827844,3.7098375791210296,0.49846913220817723,12.35658033023599,200,Warning: Pressure variance detected
2026-05-30 23:31:29,Sensor-Beta,33.05350557784673,4.028537137891769,0.4563209614815096,13.904031283014117,200,Error: Connection pool reset by peer
2026-05-30 23:38:41,sensor-beta,34.923117742773144,5.012566221163696,0.43619806922427673,12.548533247022647,200,Routine checkup performed by technician
2026-05-30 23:45:53,SENSOR-BETA,32.71887902595112,4.590959251094539,0.6941956368626898,14.3291294436064,200,Critical limit reached on primary manifold
30/05/2026 11:53 PM,Sensor-Alpha,34.41636104049798,4.3075640710202405,0.382632215870244,12.393411834937682,400,Normal operation &amp; telemetries synced
2026-05-31 00:00:17,sensor-alpha,33.48893889641357,3.4014918513444736,0.42186203491375596,9.963539904949734,200,System check: &lt;SUCCESS&gt;
2026-05-31 00:07:29,SENSOR-ALPHA,31.008687931332005,3.9409507898422107,0.500287269935639,13.079734634690581,200,Warning: Pressure variance detected
2026-05-31 00:14:41,Sensor-Beta,30.23779089687981,4.5189123135986895,0.5202614182529484,11.271634861782635,200,    Error: Connection pool reset by peer   
2026-05-31 00:21:53,sensor-beta,29.669780790244204,4.839002310268607,0.44557366676964005,9.600444471386135,200,Routine checkup performed by technician
2026-05-31 00:29:05,SENSOR-BETA,33.954254941544896,3.033447387330354,0.42814735654503766,13.485318907827187,200,Critical limit reached on primary manifold
2026-05-31 00:36:17, Sensor-Alpha ,32.149680050598775,4.883042334235944,0.45392266550454685,11.9594649594448,200,Normal operation &amp; telemetries synced
2026-05-31 00:43:29,sensor-alpha,38.20526438578154,4.112049544607928,0.4258415155668054,9.28079664073782,200,System check: &lt;SUCCESS&gt;
2026-05-31 00:50:41,SENSOR-ALPHA,33.214380876307054,4.658202589472004,0.4950104587266928,10.124926190288434,200,Warning: Pressure variance detected
2026-05-31 00:57:53,Sensor-Beta,38.4899568561087,3.913329731938445,0.3506535177910842,12.635731880992832,200,Error: Connection pool reset by peer
